company_contact,company_email,company_linkedin,company_name,company_person_name,company_website,source_name
8939888089,hr@wavecl.com,,Wave Code Logix,,wavecl.com,Soham Malakar
9866935252,Info@24x7offshoring.com,,24x7 Offshoring,,24x7offshoring.com,Soham Malakar
,,,Roitech Consulting,,,Soham Malakar
,,,Sycamore Software Solutions,,sycamoresol.com,Soham Malakar
,,https://www.linkedin.com/company/smartpoint-technologies/,SmartPoint Technologies,,,Soham Malakar
,,,Testrinx Software Solutions,,testrinx.com,Soham Malakar
,,,Square Vision Technology,,squarevisiontech.com,Soham Malakar
,ssahni@pathlock.com,https://www.linkedin.com/company/pathlock,Pathlock,"
	Piyush Pandey ",pathlock.com,Soham Malakar
7799285123,hr@businesslabs.org,https://www.linkedin.com/company/businesslabs-hq/,Business Labs,,,Soham Malakar
,,,Testlabs It Solutions,,,Soham Malakar
7292050505,hr@invoidea.com,https://www.linkedin.com/company/invoidea,Invoidea Technologies,,invoidea.com,Soham Malakar
,,,Radical Software,,radicalsoftwares.com,Soham Malakar
45558500,info@genixtec.com,,GENIX Technologies Private Limited,,genixtec.com,Soham Malakar
9962411492,info@ninositsolution.com,https://www.lhttps://www.linkedin.com/company/ninos-it-solution/inkedin.com/company/ninos-it-solution/,Ninos It Solution,,ninositsolution.com,Soham Malakar
,,,Ysecit Software India,,ysecit.com,Soham Malakar
,,,Aurochs Software,,,Soham Malakar
,contact@antarcticaglobal.com,https://www.linkedin.com/company/antarctica-global,Antarctica Global,"
	Mathieu François ",antarcticaglobal.com,Soham Malakar
9971755399,support@toffeeglobal.com,https://in.linkedin.com/company/toffeeglobal,Toffee,,toffeeglobal.com,Soham Malakar
,,https://www.linkedin.com/company/bizbrolly,Bizbrolly Solutions,,bizbrolly.com,Soham Malakar
,,,Identity and Access Solutions,,identityandaccesssolutions.com,Soham Malakar
,,,Surge Software Solutions,,,Soham Malakar
,careers_India@thrivepass.com,https://www.linkedin.com/company/thrivepass,ThrivePass,"
	Ryan Tacke ",thrivepass.com,Soham Malakar
,,,Equinox Software And Services,,equinoxsoftwareservices.com,Soham Malakar
,,https://www.linkedin.com/company/chatrules,Astrea IT Services,,astreait.com,Soham Malakar
,,https://www.linkedin.com/company/sapcha-enterprises-private-ltd/mycompany/?viewAsMember=true,SAPCHA ENTERPRISES,,,Soham Malakar
,,,AMIGOS SOFTWARE SOLUTIONS,,,Soham Malakar
,,,CloudSense,,cloudsense.com,Soham Malakar
,,,Seatel Software Solutions,,,Soham Malakar
7777035474,hr@yapsody.com,https://www.linkedin.com/company/yapsody-india-pvt-ltd/,Yapsody India,"
	Vinay Chavan ",yapsody.com,Soham Malakar
7003793254,support@eve24hrs.com,https://www.linkedin.com/company/evebusiness/,EVE Technologies,,eve24hrs.com,Soham Malakar
,,,Microsoft Azure,,azure.microsoft.com,Soham Malakar
,,https://www.linkedin.com/company/vesturesoft,Vesture Softech,,,Soham Malakar
,,,Adaptive Software Solutions,,,Soham Malakar
,,,Provatosoft,,provatosoft.com,Soham Malakar
,,,Sanoits Software Solutions,,sanoits.com,Soham Malakar
,,,Vrnda Software Technologies,,vrnda.com,Soham Malakar
,,https://www.linkedin.com/company/velozity-global-solutions,Velozity Global Solutions,,,Soham Malakar
,,,Technolite Software Solution,,,Soham Malakar
,,,Handssys Software Technologies,,handssys.com,Soham Malakar
,,,True Height Interface Infosolution,,,Soham Malakar
,,https://www.linkedin.com/company/247hrm,Interbiz Solutions,,,Soham Malakar
,,,Stee Software Technologies,,,Soham Malakar
,,,Mash Virtual,,,Soham Malakar
,,,HackerRank,,hackerrank.com,Soham Malakar
,,https://www.linkedin.com/company/outamation/,Outamation,,outamation.com,Soham Malakar
,,,TietoEnator Software Technologies,,,Soham Malakar
,,,TEKOPTIMIZE SOFTWARE INDIA,,tekoptimize.com,Soham Malakar
,,,Guidewire Software,,guidewire.com,Soham Malakar
,,https://www.linkedin.com/company/the-keshri-software-solutions,The Keshri Software Solutions,,,Soham Malakar
,,,Fair Isaac India Software,,fico.com,Soham Malakar
,,https://www.linkedin.com/company/ecs-technologies-private-limited,Ecs Technologies,,,Soham Malakar
7207069660,hr@freetimehospitality.com,https://www.linkedin.com/company/fthindia/,Freetime Hospitality,"
	Rahul Wootla ",,Soham Malakar
,,https://www.linkedin.com/company/qualityze-inc/,Qualityze,,qualityze.com,Soham Malakar
8774509425,,https://www.linkedin.com/company/getgenea/,Genea,"
	Michael Wong ",getgenea.com,Soham Malakar
,,,Zeotap India,,zeotap.com,Soham Malakar
,,,CURIAN SOFTWARE SERVICES,,csspvt.com,Soham Malakar
9512180005,leads@nichetech.in,https://www.linkedin.com/company/nichetechsolutions,Nichetech Computer Solutions,"
	Nilesh Shah ",nichetechsolutions.com,Soham Malakar
,,https://www.linkedin.com/company/3485192,Funtoot,,funtoot.com,Soham Malakar
8287766178,hello@geeksinvention.com,https://www.linkedin.com/company/geeksinvention,Geeks Invention,,geeksinvention.com,Soham Malakar
7501344219,support@turaingrp.com,https://www.linkedin.com/company/turaingrp/,Turain Software,"
	Poulomi Saha ",turaingrp.com,Soham Malakar
,,https://www.linkedin.com/company/aavatto,Aavatto,,aavatto.com,Soham Malakar
8758759099,sales@divtechnosoft.com,https://www.linkedin.com/company/divtechnosoft/,Divtechnosoft,"
	Divyesh Savaliya ",divtechnosoft.com,Soham Malakar
,,,AO Software Solution,,aosoftwaresolution.com,Soham Malakar
7070701947,hello@hyring.com,https://linkedin.com/company/hyring-com,Hyring,"
	Adithyan RK ",hyring.com,Soham Malakar
9330226233,hr@flowrec.org,https://www.linkedin.com/company/flowrec-solutions/mycompany/,Flowrec Solutions,,flowrec.com,Soham Malakar
,,,Serveen Software Systems,,,Soham Malakar
,,,AUM INFOTECH,,auminfotech.com,Soham Malakar
9845780393,hello@mojro.com,https://www.linkedin.com/company/mojro-technologies-pvt.-ltd.,Mojro Technologies,"
	Kishan Aswath ",mojro.com,Soham Malakar
,,,Maximind Software Solutions,,,Soham Malakar
1300147617,sales@vnmtsolutions.com,https://www.linkedin.com/company/vnmt-solutions,VNMT Solutions,"
	Mrudul Modh ",vnmtsolutions.com,Soham Malakar
,,,Outsourced Solutions,,,Soham Malakar
,,,BluSapphire Cyber Systems,,,Soham Malakar
4469055604,careers@visailabs.com,https://www.linkedin.com/company/82547908/admin/feed/posts/,VisAI Labs,,visailabs.com,Soham Malakar
,,,Compusol Software,,compuyg.com,Soham Malakar
,,https://www.linkedin.com/company/pact-software-services-p-limited,Pact Software Services,,pactsoft.com,Soham Malakar
7068253250,joshua@strategywerks.com,https://www.linkedin.com/company/strategy-werks,PSJ Strategywerks,,strategywerks.com,Soham Malakar
7770777405,info@webapp.world,https://www.linkedin.com/company/webapp-world/mycompany/?viewAsMember=true,Webapp,,,Soham Malakar
9611533511,info@sdlglobe.com,,SmartDrive Labs Technologies,"
	VANI SATHVIK ",sdlglobe.com,Soham Malakar
,,,Cognyte,,cognyte.com,Soham Malakar
,contact@datagaps.com,,Datagaps,,datagaps.com,Soham Malakar
,,,CLOUDGEN SYSTEMS,,cloudgensys.com,Soham Malakar
,,,Aminno Software Technologies,,,Soham Malakar
,,,Deccansoft Software Services,,deccansoft.com,Soham Malakar
9790826353,info@nyinst.com,https://www.linkedin.com/company/nyinstofficial,NYINST,"
	Jit Goel ",nyinst.com,Soham Malakar
,,,Livevox Solutions,,livevox.com,Soham Malakar
,,,Verve Mobile,,vervemobi.com,Soham Malakar
,,https://www.linkedin.com/company/amada-india-pvt.-ltd.,Amadasoft,,,Soham Malakar
,,https://www.linkedin.com/company/estar-software-solutions-private-limited,eStar Software Solutions,,,Soham Malakar
,,https://www.linkedin.com/company/micropyramid,Micropyramid Informatics,,micropyramid.com,Soham Malakar
,,,Netrix Worldwide,,netrixllc.com,Soham Malakar
,,,Shilsha Technologies,,shilshatech.com,Soham Malakar
9916606644,fmti.office@fridaymediagroup.com,https://www.linkedin.com/company/friday-media-group/,Friday Media Tech India,"
	Sam Kidger ",fridaymediagroup.com,Soham Malakar
,,https://www.linkedin.com/company/qantur-tech/,Qantur Technologies,,qantur.com,Soham Malakar
,,https://www.linkedin.com/company/essence-software-solutions,Essence Software Solutions,,essencesoftwares.com,Soham Malakar
,,https://www.linkedin.com/company/febatech/,FEBA Technologies,,febatech.com,Soham Malakar
,,,BTV SOFTWARE,,,Soham Malakar
,,https://www.linkedin.com/company/zakapps,Zakapps Software,,zakapps.com,Soham Malakar
,,https://www.linkedin.com/company/kudos-intech,Kudosintech Software,,kudosintech.com,Soham Malakar
,,https://www.linkedin.com/company/mobonic-software-solutions-llp,Mobonic Software Solutions,,,Soham Malakar
,,,I Base It Software Solutions,,,Soham Malakar
,,,HB Software Solutions India,,,Soham Malakar
,,,Enate Technologies India,,,Soham Malakar
,,https://www.linkedin.com/company/fullthrottle-labs/,FullThrottle Labs,,fullthrottlelabs.com,Soham Malakar
,,https://www.linkedin.com/company/rayies,Rayies Global Solutions,,rayies.com,Soham Malakar
,,,Anju Software,,anjusoftware.com,Soham Malakar
9999876779,info@rnssoft.com,https://www.linkedin.com/company/rnssoft,Rns Software Solutions,,rnssoft.com,Soham Malakar
,,,BPAAS Solutions,,bpaassolutions.com,Soham Malakar
9408730545,info@siliconsignals.io,https://www.linkedin.com/company/silicon-signals-pvt-ltd/,Silicon Signals,,,Soham Malakar
,hr@gogroup.co,https://www.linkedin.com/company/gogroup/,GoGroup,,,Soham Malakar
,,https://www.linkedin.com/company/g2dotcom,G2.com,,g2.com,Soham Malakar
,,,Atgen Software Solutions,,,Soham Malakar
4035162198,info@zyxan.tech,https://www.linkedin.com/company/zyxan-tech/,Zyxan Technologies,,,Soham Malakar
9999822204,info@webninjaz.com,https://in.linkedin.com/company/webninjaz,WebNinjaz Technologies,,webninjaz.com,Soham Malakar
,,,Lakeshow ERP Software,,,Soham Malakar
,,,Arcsine Software Private Limited,,,Soham Malakar
,,,Denodo Technologies,,denodo.com,Soham Malakar
,,,AppsTec ERP Solutions,,appstec-me.com,Soham Malakar
,,,Navit Software Solutions,,,Soham Malakar
,seoteam@xerve.in,https://in.linkedin.com/company/xerve.in,Xerve,,,Soham Malakar
,,,VRAIO Software Solutions,,,Soham Malakar
,,,Ec Group Datasoft,,ecgroup-intl.com,Soham Malakar
,,,Dega Software Technologies,,,Soham Malakar
,,,DESIDEA SOFTWARE TECHNOLOGIES,,,Soham Malakar
,,https://www.linkedin.com/company/vlocity-inc/,Vlocity Cloud Applications India,,vlocity.com,Soham Malakar
,,,Khamelia Software,,,Soham Malakar
,,https://www.linkedin.com/company/deazzle,DEAZZLE SERVICES,,,Soham Malakar
,,,Effivity Technologies,,effivity.com,Soham Malakar
,,,Plavaga Software Solutions,,,Soham Malakar
,,,Palmtree Software Solutions,,,Soham Malakar
,,,Barnco Business Services,,barncobusiness.com,Soham Malakar
,,,TechBulls Software Services,,,Soham Malakar
,,,Acuminous Software,,,Soham Malakar
,,,Xavica Software Solutions,,xavica.com,Soham Malakar
,,,Jeta Software India,,,Soham Malakar
42254801,hr@avighnasys.com,,AVIGHNA SYSTEMS PRIVATE LIMITED.,,avighnasys.com,Soham Malakar
,,,DOCUBYTE SOFTWARE SOLUTIONS,,,Soham Malakar
,,,Xsys Software Technologies,,,Soham Malakar
,,,Suvidha Software Solutions,,,Soham Malakar
,,,Agile Cockpit,,agilecockpit.com,Soham Malakar
,,,Distributed Software Solutions,,dss.com.sg,Soham Malakar
,,,Wilshire Software Technologies,,,Soham Malakar
,,,Unvired Software India,,,Soham Malakar
,,,BSIT Software Services,,bsitsoftware.com,Soham Malakar
,,,Ebest Mobile Technologies,,ebestglobal.com,Soham Malakar
,,,Sword Software N Technologies,,ssntpl.com,Soham Malakar
,,,LegalXgen Software Solutions,,legalxgen.com,Soham Malakar
,,,BUILDIUM SOFTWARE SOLUTIONS,,,Soham Malakar
,,,Lucid Software,,,Soham Malakar
,,,Le Logix Software,,lelogix.com,Soham Malakar
9966229239,careers@dashninja.com,https://www.linkedin.com/company/11242409/admin/,Dash Ninja Technologies,,dashninja.com,Soham Malakar
,,,Ignify Software,,,Soham Malakar
,,,Dendrite Software,,,Soham Malakar
,,,QuilinX,,,Soham Malakar
,,,GoX,,,Soham Malakar
,,,Vidu.Tech,,,Soham Malakar
,,https://www.linkedin.com/company/kennect/mycompany/,Kennect,"
	Pulkit Agrawal ",,Soham Malakar
,,,Vaave,,vaave.com,Soham Malakar
,,,Medaptic Software,,medapticsoftware.com,Soham Malakar
,,,Prime Software Technologies,,,Soham Malakar
,,,Spirka Technologies,,spirkatechnologies.com,Soham Malakar
,,,Ras Software Solutions,,,Soham Malakar
,,,Sophista Software Solutions,,sophistasoftware.com,Soham Malakar
,,,Persystent Software Solutions,,persystentsoft.com,Soham Malakar
,,,AD Computer & Software Developer,,,Soham Malakar
,hr@wovvtech.com,https://www.linkedin.com/company/wovvtech,WovVTech,,wovvtech.com,Soham Malakar
,,,THAPOS SOFTWARE,,,Soham Malakar
,,,HANSAMUKH SOFTWARE SOLUTIONS,,,Soham Malakar
,,,MANDALI SOFTWARE SOLUTIONS,,mandalisoft.com,Soham Malakar
,,,Grawlix Software,,grawlixsoft.com,Soham Malakar
,,,EQS Web Technologies,,eqs.com,Soham Malakar
,,,India-Israel Innovation HUB,,team-scale.com,Soham Malakar
,,,Convexicon Software Solutions India,,convexiconindia.com,Soham Malakar
,,,ICGC SOFTWARE TECHNOLOGIES,,,Soham Malakar
,,,Entiovi Technologies,,entiovi.com,Soham Malakar
,,https://www.linkedin.com/company/sensure-technology-services-pvt-ltd---india,SenSure Technology Services,,,Soham Malakar
,,https://www.linkedin.com/company/software3e,3E Software Solutions,,3esofttech.com,Soham Malakar
,,,Hardwin Software Solutions,,,Soham Malakar
,,,Ultimus Software,,xpressjobs.ultimusindia.com,Soham Malakar
,,,Orovia Software,,orovia.com,Soham Malakar
,,,Innovate Minds Software Solutions,,,Soham Malakar
,,,Exensys Software Solutions,,,Soham Malakar
,,,Aximo Infotech,,aximoinfotech.com,Soham Malakar
,,https://www.linkedin.com/company/enclouden,EnCloudEn,,enclouden.com,Soham Malakar
,,,Float Group,,floatteam.com,Soham Malakar
,,,Arkatiss,,arkatiss.com,Soham Malakar
,,https://www.linkedin.com/company/kiprosh,Kiprosh,,kiprosh.com,Soham Malakar
,,,TekMonks,,tekmonks.com,Soham Malakar
,,https://www.linkedin.com/company/tradeboox,Tradeboox,,tradeboox.com,Soham Malakar
,,,Candour Software,,,Soham Malakar
,,,RHYM Technologies,,rhymtech.com,Soham Malakar
,,,R J Global Solutions,,,Soham Malakar
,,,Valisha Technologies,,valishatech.com,Soham Malakar
,,https://www.linkedin.com/company/eightfolds-software-technologies-pvt-ltd-,Eightfolds Software Technologies,,,Soham Malakar
4046033285,info@walsharp.com,https://www.linkedin.com/in/sunithareddy-walsharp/,Walsharp Technologies,,,Soham Malakar
,,https://www.linkedin.com/company/techlead-software-engineering-pvt.-ltd.,Techlead Software Engineering,,techlead-india.com,Soham Malakar
,,https://www.linkedin.com/company/dev-software-and-services-pvt-ltd-,Dev Software & Services,,,Soham Malakar
,,,Sovimal Software Solutions,,sovimal.com,Soham Malakar
,,,Vairat Software Solutions,,,Soham Malakar
,,,Honey Software Company,,,Soham Malakar
,,,Triyama Software,,,Soham Malakar
,,,Victory Visions Software Development,,,Soham Malakar
,,,Software Work,,sawindia.com,Soham Malakar
,,,Poseidon Software Solutions,,poseidonsolutions.com,Soham Malakar
,,,Discountjee Software Solutions,,,Soham Malakar
,,,Cross Atlantic Software,,,Soham Malakar
,,,Crisp System,,crispsystem.com,Soham Malakar
,,,NOVEL INDUCTIVE REASONING SOFTWARE,,,Soham Malakar
,,,Optirise Software,,,Soham Malakar
,,,Vsk Software Services,,,Soham Malakar
,,,Adept Software Avenues,,,Soham Malakar
,,https://www.linkedin.com/company/pronto-software-solutions-private-limited,Pronto Software Solutions,,pronto-ss.com,Soham Malakar
,,,Seven Servos Software,,,Soham Malakar
,,,Radiant Software Solutions,,,Soham Malakar
,,,Exzeo,,exzeo.com,Soham Malakar
,,,Sierra Atlantic Software Services,,,Soham Malakar
,,,Hexon Software Solutions,,,Soham Malakar
,,,PIRNAV SOFTWARE SOLUTIONS,,pirnav.com,Soham Malakar
,,,MARAM SOFTWARE,,,Soham Malakar
,,,Marut Software Solutions,,marutsoft.com,Soham Malakar
,,,GJ CAMBRiCK Software,,,Soham Malakar
,,,Valens DataLabs,,valensdatalabs.com,Soham Malakar
,,,Serge Software Technologies,,,Soham Malakar
,,,Vaakruthi Software Solutions,,vaakruthi.com,Soham Malakar
,,,Jayeesha Software,,jayeesha.com,Soham Malakar
,,,Webnish Software,,webnish.com,Soham Malakar
,,,CBL DATA SCIENCE,,instafinancials.com,Soham Malakar
,,,Fuchsia Software Technologies P,,fuchsiasoft.com,Soham Malakar
,,,ASTU SOFTWARE SOLUTIONS OPC,,,Soham Malakar
,,https://www.linkedin.com/company/devahuthi-software-solution-private-limited,Devahuthi Software Solutions,,devahuthi.com,Soham Malakar
,,,Saniel Software Services,,sanielsoft.com,Soham Malakar
,,,Unique Creations Software India Pvt Ltd | E-Commerce web Portal Development | IoT & Wearables,,,Soham Malakar
,,https://www.linkedin.com/company/software-xprts-services,Software Xprts Services,,softwarexprts.com,Soham Malakar
,,,Soccerlab Software Development,,soccerlab.com,Soham Malakar
,,,Sanyog Software,,,Soham Malakar
,,,WALKIN SOFTWARE TECHNOLOGIES,,,Soham Malakar
,,,Doyze Software Solutions,,,Soham Malakar
,,,3INSYS SOFTWARE SOLUTIONS,,3insysit.com,Soham Malakar
,,,HYBRIDCLOSYS SOFTWARE SOLUTIONS,,hybridclosys.com,Soham Malakar
,,,Nitya Software India,,nityainc.com,Soham Malakar
,,,Nutpam Software,,,Soham Malakar
,,,Mails Daddy Software,,,Soham Malakar
,,,Yro Systems,,,Soham Malakar
,,,Amoeboids Technologies,,amoeboids.com,Soham Malakar
,,,CloudPrism,,,Soham Malakar
,contact@hedgevisionsystems.com,https://www.linkedin.com/company/hedge-vision-systems-private-limited/,Hedge Vision Systems,,hedgevisionsystems.com,Soham Malakar
,,,TurboHire,,,Soham Malakar
,,,KSAB Software,,,Soham Malakar
,,https://www.linkedin.com/in/omsteck,Omsteck,,omsteck.com,Soham Malakar
9829848394,sales@stitchmes.com,https://www.linkedin.com/company/stitch-mes/,Stitch MES,,stitchmes.com,Soham Malakar
,hello@rebellink.com,,RebelLink,,rebellink.com,Soham Malakar
,,https://www.linkedin.com/ company/bizzsetu/,BizzSetu,"
	Deepak Kedia ",bizzsetu.com,Soham Malakar
7892611152,info@interone.io,https://www.linkedin.com/company/interone-technologies/,Interone Technologies,,,Soham Malakar
7447422228,info@thingsup.io,http://linkedin.com/company/thingsup,Thingsup,,,Soham Malakar
,,,Epedagogue Global,,epedagogue.com,Soham Malakar
7982703982,mail@invoay.com,https://www.linkedin.com/company/invoay,Invoay Software,,invoay.com,Soham Malakar
9871064488,hr@invia.co.in,https://www.linkedin.com/company/invia-pty-ltd/,INVIA,,invia.com.au,Soham Malakar
,hr@scanova.io,https://www.linkedin.com/company/trycontech/mycompany/?viewasmember=true,Scanova,"
	Gautam Garg ",,Soham Malakar
7299880500,info@zyplesoft.com,,Zyple Software Solutions,,zyplesoft.com,Soham Malakar
,,https://www.linkedin.com/company/pattern-hq/mycompany/?viewasmember=true,Pattern Technologies,,pattern.com,Soham Malakar
,,,APYL Software & Systems,,,Soham Malakar
,,,ServiceNow Developers,,,Soham Malakar
,,,Net Analytics,,,Soham Malakar
,,,Bariza Software Solutions LLP,,,Soham Malakar
,,,Global Software,,,Soham Malakar
,,,Softzenia Technologies India,,,Soham Malakar
,,,Sharada Software Solutions,,,Soham Malakar
,,,CLAISYS SOFTWARE,,,Soham Malakar
,,,Alfie Software,,,Soham Malakar
,,,Navshar Global Software,,navsharsoftware.com,Soham Malakar
,,,Sysfo Software Solutions,,,Soham Malakar
,,,Symbioun Software,,,Soham Malakar
,,,Ajt Software Labs,,,Soham Malakar
,,,Conferra Software Solutions,,conferrasoft.com,Soham Malakar
,,,Government Aided School,,,Soham Malakar
,,,Softage Software Solutions,,,Soham Malakar
,,,Invincible Software Solutions Integrated,,,Soham Malakar
,,,Sivanta Software,,,Soham Malakar
,,,Greetel Software Solutions,,,Soham Malakar
,,,Conniver Software Solutions,,,Soham Malakar
,,,"Blueware Software Services(OPC) Pvt,",,,Soham Malakar
,,,Machining Software,,,Soham Malakar
,,,Webdizer Software Solutions,,webdizer.com,Soham Malakar
,,,Aruman Software Technologies,,,Soham Malakar
,,,Duta Software India,,,Soham Malakar
,,,Codeyiizen Software & Services,,codeyiizen.com,Soham Malakar
,,,Nuts Software Solutions,,nutssoftware.com,Soham Malakar
,,https://www.linkedin.com/company/madhumitha-software-services,MADHUMITHA SOFTWARE SERVICES,,madhumithasoft.com,Soham Malakar
,,,Envertis Software Solutions A Complete ERP Solution Provider,,,Soham Malakar
,,https://www.linkedin.com/company/tagon-software-technologies,TAGON Software Technologies (Pvt),,tagontech.com,Soham Malakar
,,,Total IT Software Solutions,,,Soham Malakar
,,,TechManyata Software Solutions,,,Soham Malakar
,,,iGuru Software Solutions,,igurusolutions.com,Soham Malakar
,,,Vartecha Software,,,Soham Malakar
,,,Letsmobility Software Solutions,,,Soham Malakar
,,,Arush Infotech,,arushinfotech.com,Soham Malakar
,,,SCI-BI Software Systems (P) Ltd,,sci-bi.com,Soham Malakar
,,,EDUSTREAM SOFTWARE,,,Soham Malakar
,,https://www.linkedin.com/company/milearth,Milearth Softech,"
	Mr. Piyush Kamdar ",,Soham Malakar
,,,I2v System,,i2vsys.com,Soham Malakar
9841122989,deemsyshr@deemsys.in,,Deemsys Software Services,,,Soham Malakar
9150022782,info@redbee365.com,https://www.linkedin.com/company/redbee365,Redbee365 Studio,,redbee365.com,Soham Malakar
,,,AscenWork Technologies,,ascenwork.com,Soham Malakar
,,,RailMitra,,railmitra.com,Soham Malakar
,,,Hot Cocoa Software,,,Soham Malakar
9904214488,,https://www.linkedin.com/company/incubyte,Incubyte,,,Soham Malakar
,,https://www.linkedin.com/company/acviss/,Acviss,,acviss.com,Soham Malakar
,,,Vyankatesh Software Solutions,,,Soham Malakar
,,,Oztek Software,,,Soham Malakar
,,,LUSCIOUS SOFTWARE,,,Soham Malakar
,,,Trajectus,,trajectus.com,Soham Malakar
9016310001,hello@raoinformationtechnology.com,https://www.linkedin.com/company/raoinformationtechnology/,Rao Information Technology,"
	Tirthraj Barot ",raoinformationtechnology.com,Soham Malakar
9845138726,Info@celtrontech.com,,Celtron Technologies,,celtrontech.com,Soham Malakar
,,https://www.linkedin.com/company/workato,Workato,,workato.com,Soham Malakar
8445943394,solution@evoluz.tech,https://www.linkedin.com/company/evoluz-global-solutions/,Evoluz Global Solutions,,,Soham Malakar
,,,Sequoia Applied Technologies,,sequoiaat.com,Soham Malakar
4704471288,info@techmentee.com,,Techmentee,,techmentee.com,Soham Malakar
7799036036,chandrad@bosframework.com,,BOS Framework,,bosframework.com,Soham Malakar
,,,K-AKA Technology Services,,,Soham Malakar
,info@delnie.com,https://www.linkedin.com/company/delnie,DELNIE,,delnie.com,Soham Malakar
,,,Itech Nextgen Software Services,,,Soham Malakar
,,https://www.linkedin.com/company/bluebase-software-services-pvt-ltd/,Bluebase Software Services,,,Soham Malakar
,,https://www.linkedin.com/company/cognic-systems,Cognic Systems,,cognicsys.com,Soham Malakar
,,,Mquest Software,,,Soham Malakar
,,,Eduzest Software,,eduzestsoftware.com,Soham Malakar
,,,Airmid Software Solutions,,,Soham Malakar
,,https://www.linkedin.com/company/frontline-information-technology-llc,Frontline Information Technology,,,Soham Malakar
7667312426,Contact@gegnat.com,,Gegnat Yards,,gegnat.com,Soham Malakar
